sentence	level
她非常文雅，吃蛋糕一定用小叉子。	7
虽然汤药很苦，我还是不得不喝了。	3
如果我现在不走，就赶不上火车了。	3
他在同事中受到的评价很高。	3
他没完没了的谈话妨碍了我的学习。	7
我怎样才能使你相信我的诚意呢？	4
他在很亮的阳光下眯起了眼睛。	3
现在终于发现，是他偷了那笔钱。	5
如果有机会，我将去看那部电影。	3
谁也不怀疑她能胜任教师工作。	4
他的辞职引起了相当大的轰动。	7
这个学生总是问他老师一连串的问题。	6
她意外地发现了他的真实身份。	2
在我们家里，丈夫和我都挣工资。	5
我答应一定完好无损地还你的自行车。	5
我们今后一星期没有见面的机会了。	1
她的眼睛里闪耀出激动的神色。	6
该是你认识形势的真实情况的时候了。	3
我要去购物，因为我需要买些日用品。	4
他的父母并不像他的老师对他那样有影响。	3
他最初的反应是不同意。可是後来他改变了主意。	3
模糊的不清楚的或者不明显的；含糊的或者朦胧的	7
想到我们把所有的钱都花在儿子的教育上，而他却所想去一家沉闷的工厂工作，我感到很伤心。	7
他爷爷快七十岁了。	1
酸是有腐蚀性的。	7
啤酒走了气了。	3
你会说什么语言？	2
我不敢去想她知道真相后会怎么样。	3
你的这一班机是英国航空公司的飞机.	4
把这本书给她。	3
这本书是他以前写的剧本的扩充。	4
我一走近她的办公桌，她就瞪我。	7
我一直在四处寻找它。	4
这顿饭我请客，你把钱收起来吧。	3
他的梦想实现了。	4
他骑马去森林了。	4
她同情他的困苦。	3
鳝鱼的味道很好。	2
不值得我去乞求	7
他通常是忙碌的。	7
在我祖父看来，我爸爸仍然是个小孩。	6
他贿赂他的领导来巩固他的地位。	7
我今天的心情不好。	2
由此可见，你是对的。	3
我的眼镜框断了！	7
这件衣服不适合我。	2
我确实很好，谢谢您。	2
这到底是什么?	3
我最害怕他发怒。	6
他的体重在增加。	3
喜讯传来，他心情很好。	6
随地吐痰是不允许的。	7
老是有各种各样的天气，不论我们喜欢不喜欢。	3
那是胜利的预兆。	7
他的专业是比较文学。	3
无论如何，我都支持你。	4
用功的学生有前途。	4
我目前的这一切额外工作用去了我的闲暇时间.	6
请把我的信件转到我的新地址。	4
空想的想象的；不真实的；爱空想的	3
把它记在我的信用卡的帐号里。	7
我把钥匙掉在这附近某个地方了。	7
你的名字已登记在选民名册上了吗？	5
我不知道该怎样来感谢你才好。	2
他站起身给自己又倒了点咖啡。	3
有了它真是方便。	2
她耸了耸肩就离开了。	7
瓶子里装满了水。	2
你永远应该以搞好你的工作为目的。	5
熊猫是珍贵的动物。	5
我们的产品在国内市场上都很畅销。	6
她讲了一辈子中文。	5
他展开报纸开始阅读。	4
房间里挤满了客人。	5
思考正确是重要的。	2
我们的地位可以改善。	3
由于下雨，取消了比赛。	3
使兴奋的使人精力充沛的；使兴奋的	7
明天上午行吗?	1
他在社会福利部工作。	3
他害怕得声音发抖。	7
我的计划逐渐成熟。	4
情况始终都在变化。	3
后面那辆车想超过我们。	2
多亏您们的帮助，我们才成功完成了工作。	5
我们什么时候会面合适？	2
爱邻居犹如爱自己。	5
他们的狗把我的裤子咬了个窟窿。	7
你能把那一点指出来，我感到很高兴。	3
我发现有人用过我的牙刷，我很不高兴。	4
我不知道这个对你的意义有这么大。	3
他的时间排得很满，学生根本无法和他接触。	5
我的女儿十八岁了，已经长成为美丽的淑女。	3
这家公司的主要问题是缺少有技术的人员。	3
你一定会被那美丽的景象所感动的。	3
他答应赶紧写好报告，今天就给我们送来。	3
多亏许多科学的工作，我们能预先知道要发生地震的时间和地点了。	5
我看穿了他的阴谋。	6
五加三的总和是八。	3
她是个古怪的老太太。	3
那衣服太昂贵，我买不起。	7
他的忠诚是可信的。	6
她的记性很好.	3
她的聪颖是不言而喻的。	7
你不喜欢那座亭子吗？	7
人是有理性的生物。	3
她是个守法的公民。	4
她推说她觉得很疲劳。	7
请你把这颗纽扣缝到我的衬衫上好吗？	7
亲爱的，把脸转过去，这场面不适合你看。	3
他找了个站不住脚的理由来解释缺席的原因。	4
哲琪太太：嗯，坦白说，我不很好，小姐。今天早上我的狗被一辆车撞了。	6
惯常想知道自己的孩子在哪里的旧式母亲，如今有了个想知道自己的母亲在哪里的孙子。	4
他不是出卖我们的人。	2
她这个人不好说话，我想她不会答应我们的。	2
我八点钟就到医院了，但是九点钟我才去值班。	3
他的诗集去年发表了。	4
这不过是个笑话而已。	2
我百分之百同意你的看法。	4
我们班的学生比他们班的那些更不积极。	3
针刺进了她的手指。	4
她的心脏还在跳动。	3
我指望你来安排一切。	3
她显得很不好意思的样子。	3
他老是打扰我.	5
尽管我知道菠菜对我有益，我还是不喜欢它、	4
他对他的选民表现出很有感染力的热情。	5
我不好意思告诉她我不及格。	3
他的决心开始动摇了	4
他写的文章尖锐深刻。	7
嗯，但是你必须等我。	2
我给我儿子买了为儿童改编的莎士比亚剧本。	4
她即使在最糟糕的时候也总是非常乐观.	5
在我们的菜园里，我们种了茄子，黄瓜和土豆。	6
他把所有的时间都用在做纵横填字游戏和其他无聊的活动上.	6
我们做了非正式的会晤。	7
请做这个句子的填空。	4
那恰好符合我们的需要。	6
他沉思着过去的生活。	4
他愉快地跟我们打招呼。	6
据说我们的祖先是猴子。	6
领导做了英明的决定。	3
老师以嘶哑的声音说话。	7
他真心诚意地愿意帮助我们。	4
工作完成了--好倒是好--但是答应给我们的奖金给不给?	4
即使多年没有看见我的同学，我也马上认出了他。	4
请站到一边，你的影子计划遮住了他的活儿。	7
我的铅笔钝了，你能借我把刀子削一削吗？	7
刘师傅把每道工序做给我们看，然后让我们自己干。	7
你和你姐姐都这么说。	1
真是的，这叫人非常不便。	2
我给他买了一袋糖果。	4
他给她叫了一辆出租汽车。	2
狄更斯是他最喜欢的作家、	7
你能帮我一个忙吗？	1
请原谅我的字写得不好。	6
每个男人都有他的用处，每个女人都有她的藉口。	3
所有的灯都闪了一会儿。	4
别为我操心，我一切都好。	4
不论你去不去，请打电话给我。	2
他是一位非常重要的人物。	2
她长成了一位漂亮的女人。	2
她的卧室里满是画片。	5
他挤到了人群的前面。	5
该被责怪的人是你。	3
我怎样能跟你联络上？	4
你知道谁是电灯的发明者？	2
我们中午能到牛津吗?	7
谁都无法形容这景色的美丽。	4
他喜欢在说话中用比喻。	7
很遗憾要打扰你一下，我想问问我们什么时候能聊聊。	6
这幅画被他看中了，所以他就把他买了下来。	5
她不把我们的警告放在心上。	3
他以他的书法为自豪。	5
我对她的工作不太欣赏。	5
他的去世使我们非常悲伤。	5
他干这工作很熟练.	2
她认为自己懂得什么是生活。	2
我不知道合同的正确条款。	5
她觉得自己的工作毫无乐趣。	4
要是你花的比我们挣的还多，我们就要欠债了。	6
我们在月光下静静地坐着。	3
他被树立为我们的榜样。	6
他对自己的缺点十分清楚。	3
你必须熟悉自己的新职务。	5
我们的主要问题就是缺少时间。	3
瞧，我这是怎么搞的！它本是辆新车。我怎么办好呢？	5
我可不知道在这地球上有什么东西比七厘利息更无情的。	4
我们这里的天气多半是暖和的。	3
吃饭的时候我坐在他的对面。	1
我喜欢这乡村，尤其是在春天。	5
我的秘书真是个难能可贵的人。	4
我得修修表，它不走了。	3
我确信他是个可靠的接班人。	2
他给我看一张合家欢的照片。	3
她用功的程度是我的三倍。	4
她一晚上都在批试卷.	4
是的，我已听说这消息了。	3
你看到火车站对面的房子了吗？	1
我父亲要我送顾客到门口。	3
他给我显示了大厦的模型。	7
暖和的天气诱使我放下了学习。	7
坐过去点，让你外婆坐下来。	4
我把这本书从头到尾看完了。	4
我在他桌上留了张便条。	3
许多新税收都是有争议的。	6
把他的名字从名单上划去。	3
他宣誓要为他的国家而战。	7
我必须买一节新的干电池了。	5
他的不幸激起了我们的同情。	4
她的任务是感化过去的罪犯。	6
老师的说明澄清了困扰的问题。	7
活泼的孩子有时是会淘气的。	7
尽管我努力劝说，他还是不同意。	5
现在有15分钟的中间休息.	2
这条峡谷里的景色非常美丽。	7
老师狠狠地瞪了我一眼，所以我怀疑我做错了什么事。	7
什么是解决这个问题的最好方法？	3
西红柿的短缺提高了它的价格。	5
我父亲决不会同意我们的婚姻的。	7
他的聪明和技巧使我们赞叹不已。	6
他喜欢读伟人传记来提高自己。	3
她处理政治问题的方法很科学。	4
你应该在课堂上完成语法练习。	2
他的身体被工作压垮了.	7
他学习日语的兴趣逐渐消失了。	4
赶快！会议已开始了，我们迟到了。	4
他的粗鲁惹得我揍了他。	7
这只小动物有一双淡褐色的眼睛。	4
我的同事已经戒掉了吸烟的习惯。	5
我的围裙太脏了，我不得不洗它。	3
这热辣辣的太阳快把我烤焦了！	6
请你把这封信复印一份好吗？	3
从他的口音判断，他一定是南方人。	3
我相信他天生是要当军人的。	5
自从他是小孩时，他就喜欢狗。	2
他请求他母亲答应他去看马戏。	3
他的个性体现在他的文章中。	3
今天早晨报上有什么有趣的新闻吗？	4
他的死使我们大家都大为震惊。	5
他把醋洒在鱼和土豆片上。	6
为了确定他在家，我事先打电话给他。	2
她抱怨名单上遗漏了她的名字。	5
我并非因为他有学问而尊敬他。	5
别把秘密告诉他，他的嘴不严。	4
你知道她为什么对他如此冷淡吗？	4
他说他如何如何赚钱，我就不太相信，我们认识以来他总是喜欢吹牛。	6
请假离开办公室之后我赶紧去了医院。	4
我们都称赞了她烹饪技术的高超。	7
噪音令人讨厌，尤其当你想睡觉的时候。	7
他得到越多，想要的也越多。	2
步行了四个小时以后，我们开始累了。	3
我们很遗憾无法再考虑你的情况。	6
我不打算放弃我的假日来迁就你, 你不听也得听!	6
请你拼一下你的姓好吗?	5
楼上的房间要比底层的暖和得多。	3
我去睡觉，茶沏好后告诉我一声。	7
她终于嫁给了最执着追求她的人。	7
她的小说描写的是伦敦现代的生活。	7
他真有胆量，穿着那身衣服去工作。	5
我知道你不喜欢他，但你至少要照顾一下面子去参加他公司的开典仪式。	6
还好。顺便问一下，你母亲怎么样？她好吗？	3
就我而言，我并不反对你的计划。	3
唉，我看什么都不如偶尔受点挫折更能使你明白你是多么的幸运了。	7
这两间大教室已经分配给我们了.	3
青春期对人的性格形成是非常重要的。	3
我的护照再过两个月就到期了。	2
在有关钱的问题上，我总是尽量小心谨慎。	7
你被蚊子咬的地方还在痒吗？	7
他和妻子吵架後就把她抛弃了。	5
在一些问题上，他仍然保留自己的意见。	3
他总是把时间花在毫无意义的事上。	4
她的钱被一个奸诈的会计骗去了。	7
